name,roast_num,aroma,acid,body,flavor,aftertaste,with_milk,rating
Kenya AA,2,9,9,8,9,8,1,93
Ethiopia Bekele Heto Natural,1,9,8,9,9,8,1,93
Kenya Karindundu AB,2,9,9,8,9,8,1,93
Kenya Ichuga AA,2,9,9,8,9,8,1,93
Costa Rica Canet Raisin Honey,1,9,8,9,9,8,1,93
Birhanu Sisters’ Ethiopia,2,9,9,8,9,8,1,93
Bat Country Dark Roast Ethiopia,3,9,8,8,9,8,1,92
Ethiopia Getu Kurume Natural,1,9,9,9,9,9,1,95
Taste Bud Travel Blend Espresso,2,8,1,9,9,8,9,93
Fruit of the Goddess Espresso Blend,2,9,1,9,9,8,9,94
Papua New Guinea Wahgi Valley Sigri Estate Peaberry,2,9,9,9,9,8,1,94
Kenya Nyeri Asali Peaberry,2,9,9,9,9,9,1,95
Ethiopia Gera Estate Anaerobic Natural,2,9,9,9,9,9,1,95
Cattleya Blend,2,8,8,8,8,8,1,90
Ethiopia Natural Guji Morel Floral Kudume,1,9,9,8,9,7,1,92
Colombia Cauca Finca El Paraiso Rose Tea,1,9,8,8,9,8,1,92
Symphony Costa Rica Canet Caturra Raisin Honey,2,8,8,8,8,8,1,90
Goddess Costa Rica Dota Tarrazu Geisha Natural,2,9,8,9,9,8,1,93
Colombia Cauca Finca El Paraiso Double-Anaerobic Flor Lychee,2,9,9,9,9,9,1,95
Costa Rica Canet Musician Mozart,2,8,8,9,9,8,1,92
Memories of Autumn,1,9,9,9,9,8,1,94
Colombia El Paraiso Floral Lychee,1,9,8,9,9,8,1,93
Open Country Cafe Series,2,9,8,9,9,8,1,93
Backwoods Espresso,3,9,1,8,9,8,9,93
Costa Rica Cerro Dragon Geisha Honey,2,9,9,9,9,8,1,94
Guatemala Washed El Injerto EI05 Mocca,1,9,9,9,10,9,1,96
Taiwan Natural Alishan Zhuo-Wu Geisha,2,9,9,9,9,9,1,95
Finca Santa Isabel,2,9,9,9,9,8,1,94
Esperanza Villa Sarchi,2,9,8,8,9,8,1,92
5a Sur,3,9,8,9,8,7,1,91
5a Poniente,2,8,8,8,9,8,1,91
Colombia Castillo Fruit Maceration Series (Passionfruit),2,9,9,9,9,9,1,95
Colombia Castillo Fruit Maceration Series (Grape),1,9,8,9,9,8,1,93
Colombia Castillo Fruit Maceration Series (Strawberry),2,9,8,9,9,9,1,94
Balearic Beans,1,9,8,9,9,8,1,93
Colombia Castillo Fruit Maceration Series (Peach),2,9,9,9,9,8,1,94
El Triunfo Mexico,2,9,8,8,9,8,1,92
Full Moon Espresso,3,9,1,9,9,8,10,95
World 2.0 Espresso Blend,2,8,1,9,9,8,9,93
Ethiopia Sidama Tamiru Tadesse Anaerobic Natural Special Auction Lot,1,9,9,9,9,9,1,95
Guatemala Finca Las Victorias Anaerobic Natural,2,9,8,9,9,8,1,93
Colombia La Esperanza 100% Geisha Hanashaku,1,9,9,9,9,8,1,94
Kona Extra Fancy,2,9,9,9,9,9,1,95
Costa Rica Las Lajas Perla Negra,2,9,9,9,9,9,1,94
Ecuador COE 1st place Arashi Typica Mejorado Washed,1,9,9,9,10,9,1,96
Burundi Natural Anaerobic Kibingo,2,9,8,9,9,8,1,93
Peru Gesha Limited-Release Homer Alarcón Gayoso,2,9,8,9,9,8,1,93
Guatemala El Injerto Pacamara,2,9,9,9,9,8,1,94
Honduras Roberto Figueroa,2,9,9,8,9,8,1,93
Guatemala Tojquia,2,8,9,9,9,8,1,93
Guatemala Don Angel,2,8,9,8,9,8,1,92
El Salvador La Lagunita,2,9,8,8,9,8,1,92
El Salvador Finca Santa Elena El Corzo Pacamara,2,8,8,9,9,8,1,92
Panama Mama Cata Typica,1,9,8,8,9,8,1,92
Guatemala Valentón,2,8,9,8,9,7,1,91
Nicaragua Jinotega Fincas Mierisch La Escondida Red Pacamara,2,8,9,8,9,8,1,92
Costa Rica Finca San Luis,2,8,9,8,9,7,1,91
Colombia Finca Samboni Gesha Anaerobic Natural,1,9,9,9,9,9,1,95
Colombia Tres Dragones,1,9,9,9,9,8,1,94
Rwanda Cyesha Natural,2,9,9,9,9,8,1,94
Ethiopia Guji Hambela Wate Natural G1,2,9,8,8,9,8,1,92
Tinamit Tolimán,2,9,8,9,9,8,1,93
Finca Patzibir,2,8,8,9,9,8,1,92
Proyecto Aurora,2,9,9,8,9,8,1,93
Finca El Potrero,2,9,9,8,9,8,1,93
Chacayá Santiago Atitlán,2,9,8,8,9,8,1,93
Espresso No. 3,2,9,1,9,9,8,9,94
