name,roast_num,aroma,acid,body,flavor,aftertaste,with_milk,rating
Colombia Huila Los Lagos Washed Geisha,2,9,8,8,9,8,1,92
Coffea Diversa Liberica Carbonic Maceration,1,9,8,8,9,9,1,93
Ethiopia Nano Genji #4,2,9,8,9,9,8,1,93
Red Bourbon Washed,2,9,8,9,9,8,1,93
Typica Natural,3,9,8,8,9,8,1,92
Finca Kusillo Bolivia,2,9,8,9,9,8,1,93
Nano Genji Agaro Gera,3,9,9,9,9,8,1,94
Sumatra Pantan Musara,2,9,9,9,9,8,1,94
Quadratic Wizard Blend,3,9,8,9,9,8,1,93
Colombia Nariño,2,9,9,8,9,8,1,93
Honey Peru Huabal,2,9,1,8,9,9,8,93
Kitten Q Espresso Blend,3,9,1,8,9,8,9,93
Hoyt’s Crossing,3,9,8,8,9,8,1,92
Peru Elvis Rafael Single-Origin Espresso,3,9,1,8,8,8,9,92
Black Dragon Dark Roast,3,8,8,8,8,8,1,90
Kona Classic Black Rock Farm,3,9,9,9,9,8,1,94
Ethiopian Yirgacheffe Natural,2,9,9,9,9,8,1,94
Colombia Cauca At’e,2,9,9,9,9,8,1,94
Sumatra Pantan Musara,2,9,9,9,9,8,1,94
Sumatra Gayo G1 Triple-Picked Lot 005,2,9,9,9,9,8,1,94
Guatemala Guaya’B Coop,2,8,8,9,9,8,1,92
Kakalove Taiwan Natural SL34 Alishan Ching-Ye Farm,2,9,8,8,9,8,1,92
Nano Genji #4 Espresso,2,9,1,9,9,9,10,96
Ignacio Quintero Colombia,2,9,9,9,9,9,1,95
Bella Carmona Guatemala,2,9,8,9,9,8,1,93
Esmeralda Estate Panama Geisha,7,9,1,8,9,9,9,94
Honduras Finca La Joya Natural,3,8,8,8,8,8,1,90
Lone Peak Blend,3,8,8,8,8,8,1,90
Guji Uraga Nitro Cold Brew,7,1,9,9,9,9,8,94
Kamoini Black Coffee,7,1,9,8,9,9,9,94
Asfaw Maru Ethiopia Natural Cold Brew,7,1,9,9,9,8,8,93
Ethiopia Nano Challa Cold Brew,7,1,9,9,9,8,9,94
Ethiopia Washed Guji Anasora Cold Brew,7,1,8,9,9,8,9,93
Cold Brew,7,1,8,9,9,8,9,93
Guji Cold Brew,7,1,9,8,9,8,9,93
Crushable Nitro Cold Brew,7,1,8,9,9,8,9,93
Brazil Ipanema Black Edition A-41 Red Cherry,7,1,9,9,9,9,8,94
Cold Coffee,7,1,8,8,9,8,9,92
Jade Nitro Espresso Cold Brew,7,1,8,8,9,8,9,92
Instant Karma,7,8,8,8,8,8,1,90
40-Hour Ethiopia Girma Eshetu,2,9,8,9,9,8,1,93
Costa Rica Hacienda Tobosi Copey Villa Sarchi Black Honey,2,9,9,9,9,8,1,94
Atom Blend,3,8,1,8,8,8,8,90
Sudan Rume,1,9,9,9,9,8,1,94
Ethiopia Sidama Keramo Village,2,9,9,9,9,8,1,94
Red Bourbon Natural Exclusive Reserve,2,9,9,9,10,8,1,95
Yemen,2,9,8,9,9,8,1,93
Heritage Blend,2,9,8,9,8,8,1,92
China Yunnan Natural,2,8,8,8,9,8,1,91
Sweet Diary Espresso,3,8,1,8,8,8,9,91
Snowfield Espresso Blend,3,8,1,8,8,8,9,91
Karimiuki Espresso,2,9,1,9,9,9,10,96
Karimiuki Kenya,2,9,9,9,9,9,1,95
Colombia San Pedro,2,9,9,9,9,8,1,94
"DR Congo, Gera Village, SOPACDI",2,9,9,9,9,8,1,94
Colombia Buesaco,2,9,9,8,9,8,1,93
Signature Espresso,3,8,1,8,9,7,9,91
El Floral Colombia,2,9,9,9,9,9,1,95
El Salvador Geisha Natural,2,9,9,9,9,8,1,94
Colombia Pink Bourbon Honey,2,9,9,8,9,8,1,93
Ethiopia Natural Guji Lot D Minor,2,9,9,9,9,9,1,95
Taiwan Natural Alishan Zhuo-Wu Farm Geisha,2,9,9,9,9,8,1,94
All Rise,2,9,9,9,9,8,1,94
Rwanda Natural Musasa,2,9,8,9,9,8,1,93
Nano Challa #6 Ethiopia,2,9,9,8,9,8,1,93
El Salvador Pacamara,3,8,8,9,9,8,1,92
Costa Rica Coffea Diversa Washed Geisha,2,9,9,8,9,8,1,93
Guatemala Bella Carmona,2,9,9,9,9,8,1,94
Ethiopia Yirgacheffe Kochere Debo,2,9,9,9,9,8,1,94
Ethiopia Guji Natural Water-Processed Decaf,2,8,7,9,8,8,1,90
Kilauea Volcano Champagne Natural,1,9,9,9,9,9,1,95
Nicaragua La Benedicion SL28 Natural,1,9,9,9,9,8,1,94
Colombia Tolima Geisha,1,9,9,9,9,8,1,94
"Classic Blend (FTO, RFA)",3,8,1,9,9,8,9,93
Galapagos La Tortuga,2,8,8,9,9,8,1,92
South Africa Elephant Coast Estate Coffea Racemosa,2,9,8,8,9,8,1,92
Titan Blend (FTO),3,9,1,8,9,8,9,93
Ethiopia Guji Hambela Buku Abel Natural G1,2,9,8,9,9,8,1,93
Ethiopia Haro Guta Natural,1,9,9,9,9,8,1,94
Ethiopia Yirgacheffe Harfusa G1,2,9,9,8,9,8,1,93
Kenya AA Kirinyaga Kii,2,9,9,9,9,9,1,95
Colombia Antioquia La Papaya Bourbon Chiroso,2,9,9,9,9,8,1,94
Ethiopia Gatame Muka Natural,2,9,9,8,9,8,1,93
Geisha Veracruz,2,9,9,8,9,8,1,93
Ethiopia Duromina,2,8,8,8,8,8,1,90
Ethiopia Shakiso Natural,2,9,8,9,9,8,1,93
Organic Panorama,2,9,8,9,9,8,1,93
Organic Heartstrings,2,9,8,8,9,8,1,92
Organic Ethiopia Chelbessa Danche,2,9,8,8,9,7,1,91
Ka’u Red Caturra Peaberry,2,9,9,9,9,8,1,94
Ka’u Red Caturra,2,9,8,9,9,8,1,93
French Riviera,3,7,7,8,8,7,1,87
Wush Wush Ginbo Keffa Ethiopia,2,9,9,9,9,9,1,95
Burundi Karehe,2,9,9,9,9,9,1,95
Colombia Finca El Roblar,2,9,9,9,9,8,1,94
Limu Ethiopia Natural,1,9,8,9,9,8,1,94
Estelí Nicaragua,2,9,9,9,9,8,1,94
Ethiopia Gera Estate Natural,1,8,9,9,9,9,1,94
Ethiopia Guji Natural,1,9,9,9,9,8,1,94
Ka’u Classic Medium Roast,3,9,9,8,9,8,1,93
Safari Blend,2,9,8,8,9,8,1,92
East Fourteenth,3,8,8,9,9,8,1,92
Kenya Kapsakiso,3,8,9,8,9,8,1,92
Jacmel Haiti,2,8,7,8,9,8,1,90
Indonesian Sumatra Blend,2,9,8,9,9,8,1,93
Colombia Huila Geisha Las Mieles,1,9,8,8,9,8,1,92
Miraflores Colombia,2,9,9,9,9,9,1,95
Kenya Gatuya,2,9,9,9,9,8,1,94
Flight Seasonal Espresso,2,9,1,9,9,8,9,94
Kenya Gicherori,2,9,9,9,9,8,1,94
Ethiopia Duromina Agaro Gera,2,9,9,8,9,8,1,93
Ethiopia Kayon Mountain (Natural),1,9,9,9,9,8,1,94
Peru San Ignacio Calazobo Lot 2 FTO,2,9,8,9,9,8,1,93
Ethiopia Kayon Mountain (Washed),1,9,9,9,9,8,1,94
Sahara Sunrise,2,8,8,8,8,8,1,90
Amazon Haze,3,7,7,7,8,7,1,86
Organic Peru,2,9,8,8,9,8,1,92
Organic Sumatra,3,8,8,8,9,8,1,91
Organic Mexico,2,8,8,8,8,8,1,90
Classic Blend Espresso,3,9,1,8,9,8,9,93
Ethiopia Dame Dabaye,2,9,9,9,9,9,1,95
Ethiopia Suke Quto,2,9,8,9,9,8,1,93
Gelena Abaya Natural,2,8,8,8,9,8,1,91
Kenya Nyeri AB Nyeshun,2,9,9,9,10,9,1,96
Ethiopia Guji Bishala,2,9,9,9,9,8,1,94
Ethiopia Wegida Natural,1,9,9,9,9,8,1,94
Guatemala Bella Carmona,2,9,8,9,9,8,1,93
Olvin Valle Honduras,2,9,9,8,9,8,1,93
Honduras,2,9,8,9,9,8,1,93
Honduras San Vincent,2,8,8,9,9,8,1,92
Tarrazu Asocafé Canet,2,9,8,8,9,8,1,92
Ethiopia Sheka Kawo Kamina Natural,2,9,9,9,9,9,1,95
Black Swan Blend,2,9,1,9,9,8,9,94
Kona Champagne Natural Black Rock Farm,1,9,9,8,9,8,1,93
Guatemala Washed El General Lot SummerEnd 2020,2,9,1,8,9,8,9,93
Crescent Blend,3,9,1,8,8,9,8,92
Ethiopia Guji Uraga,2,9,9,8,9,8,1,93
Costa Rica Perla Negra,3,9,8,8,9,8,1,92
Indonesia Lintong Mandheling,2,9,9,9,9,8,1,94
Ethiopia Sidamo Bensa Natural Single-Variety Kurume G1,2,9,8,9,9,8,1,93
Costa Rica La Pastora,2,9,8,9,9,8,1,93
Papua New Guinea “Papa Kinne”,2,9,8,8,9,8,1,92
Ethiopia Yirgacheffe Natural Farm Direct,2,9,9,9,9,8,1,94
Kenya Karatina AA 2020,2,9,9,9,9,8,1,94
Colombia San Luís Gesha,2,9,9,9,9,8,1,94
Karani Kenya,2,9,9,9,9,9,1,95
Memory Lane,2,9,8,8,9,8,1,92
Cordillera del Fuego Costa Rica Termico,2,9,9,8,9,8,1,93
Hawai’i Kilauea Volcano Yeast Fermentation Washed,2,9,9,9,10,9,1,96
Kona Pink Honey Black Rock Farm,2,9,9,9,9,8,1,94
Ethiopia Kayon Mountain,2,9,9,9,9,8,1,94
Playground SOE Espresso,2,9,1,8,9,8,9,93
Blue Ridge Blend,3,8,8,8,9,8,1,91
Benti Nenqa #209 Ethiopia,2,9,9,9,9,8,1,94
Andi Sumatra,2,8,8,9,9,8,1,92
Las Gravilias Costa Rica,2,8,8,8,9,8,1,91
Nicaragua La Huella Catuaí,1,9,8,9,9,8,1,93
El Salvador Santa Elena Pacamara,2,9,9,9,9,8,1,94
Guatemala Carlos Rivas,2,9,8,9,9,8,1,93
El Salvador Finca Kilimanjaro,3,9,8,8,9,8,1,92
Guatemala Bella Carmona,2,9,8,8,9,8,1,92
Mexico Mayan Village Women’s Lot,2,8,8,9,9,8,1,92
Honduras Finca Don Eusebio,1,9,8,8,9,8,1,92
El Salvador Finca Las Duanas,1,9,8,8,9,8,1,92
El Salvador Las Mercedes La Avila,2,9,9,8,9,8,1,93
Guatemala El Plan Rosma,2,9,9,8,9,8,1,93
Honduras,2,9,8,8,9,8,1,92
Heart & Soul Espresso Blend,3,9,1,9,9,8,9,94
Ethiopia Banko Gotiti,2,9,9,9,9,8,1,94
Ethiopia Yabitu Koba,2,9,9,9,9,8,1,94
Ethiopia Banko Gotiti,2,9,9,9,9,8,1,94
Ethiopia Chelbessa Danche,1,9,8,9,9,8,1,93
Rhapsody of Dreams,2,9,9,9,9,8,1,94
Nux Espresso Blend,3,8,1,8,8,8,9,91
Laura’s Reserve SL34,2,9,9,9,9,9,1,95
CBD Coffee Dark Roast,4,7,6,7,7,7,1,84
Kona Pumpkin Spice Anaerobic,2,9,8,9,9,8,1,93
Taiwan Natural Medium Roast,2,9,8,9,9,7,1,92
Thailand Doi Pangkhon Dark Roast,3,9,8,8,9,8,1,92
Ethiopia Reko Yirgacheffe,2,9,9,9,9,8,1,94
Colombia Asobombo Inza,1,9,9,9,9,8,1,94
Ethiopia Sidamo Natural Twakok G1,2,9,1,9,9,8,9,94
Panama Boquete Torre Lot #1 Geisha Honey,1,9,9,9,9,8,1,94
Honduras Buenos Aires,2,9,8,8,9,8,1,92
Nicaragua El Poste Pacamara,2,9,8,8,9,8,1,92
Yellow Caturra (special lot),2,9,9,9,9,8,1,94
Ethiopia Natural Guji Kercha Lot Riverside,2,9,9,9,9,8,1,94
Costa Rica Yellow Honey Lot Kinka Bear,2,9,1,9,9,8,9,94
San Diego Natural,2,9,9,9,9,9,1,95
Buna Boka #1,2,9,9,9,9,8,1,94
El Jardin,2,9,9,9,9,8,1,94
Ethiopia Shantawene,1,9,8,8,9,8,1,92
Monte Alban,2,9,8,8,9,8,1,92
Colombia Antioqiua,2,8,8,8,9,8,1,91
Colombia Tolima,2,8,8,8,8,8,1,90
Kenya Wachuri,3,9,9,8,10,9,1,95
Kenya Baragwi Guama AB,2,9,9,9,9,9,1,95
Kenya ARES,2,9,9,9,9,9,1,95
Empress Kenya,2,9,9,9,9,9,1,95
Kenya Kiambu AB Top Lot,2,9,9,9,9,8,1,94
Kenya Kiambu Maua Lot AB,2,9,9,9,9,8,1,94
Kenya Thunguri AA,2,9,9,9,9,8,1,94
Kenya Kirinyaga Kabare Karani AA,2,9,9,9,9,8,1,94
Kenya Kirinyaga Kii,2,9,9,9,9,8,1,94
Kenya Rungeto,2,9,9,9,9,8,1,94
Kenya AA Top Gatomboya,2,9,9,9,9,8,1,94
Finca San Carlos,2,9,9,9,9,8,1,94
Finca El Pintado,2,9,8,9,9,8,1,93
La Esperanza Villa Sarchi,3,9,8,8,9,8,1,92
La Esperanza Borbón,2,8,8,8,8,8,1,90
The Aurora Project,2,8,8,8,8,7,1,89
5a Sur,3,7,7,7,8,7,1,86
5a Poniente,4,7,7,7,8,7,1,86
Ethiopia Natural Guji D Minor Special Lot,2,10,9,9,10,9,1,97
2020 Savage Auction Deborah Carbonic-Macerated Natural Geisha,2,9,9,9,9,8,1,94
Costa Rica Cordillera del Fuego,2,9,9,9,9,8,1,94
Ethiopia Bombe Mountains,2,9,9,9,9,8,1,94
Ethiopia Guji 1 Natural Hambela Lot 215,2,9,8,9,9,8,1,93
Honduras Sergio Romero Single-Origin Espresso,3,8,1,8,9,8,9,92
Kenya Giakanja,2,9,8,8,9,8,1,92
Ethiopia Yirgacheffe G1 Natural Asfaw Maru,2,9,9,9,9,8,1,94
Costa Rica Termico,2,9,8,8,9,8,1,92
Finca El Jardin Guatemala,3,9,8,8,9,7,1,91
Coffea Diversa Rume Sudan Winey,1,9,9,9,9,9,1,95
Hawai’i Puna Anaerobic Washed,2,9,9,9,9,8,1,94
Colombia Hacienda Casablanca,2,9,9,9,9,8,1,94
La Union,2,9,8,9,9,8,1,93
Kaguyu,2,9,8,9,9,8,1,93
Halo Hartume,2,9,9,8,9,8,1,93
Ethiopia Dur Feres Natural,2,9,9,9,9,8,1,94
Ethiopia “Ear Candy” Uraga Guji,2,9,8,8,9,8,1,92
Kenya AA Ares Phoenix Special,3,9,1,9,9,9,10,96
“Double A Train” Kenya Kabunyeria AA,2,9,8,8,9,8,1,92
Esmeralda Estate Panama Geisha,7,9,1,9,9,9,8,94
GW01 Finca Sophia Olympus Geisha,2,10,10,9,10,9,1,98
La Esperanza Colombian Natural X.O.,2,9,9,9,9,8,1,94
Taiwan Geisha Honey,1,9,9,9,9,8,1,94
Camilina Geisha,2,9,9,9,9,9,1,95
Hacienda La Esmeralda Buenos Aires Geisha Natural,2,9,9,9,9,9,1,95
Kenya Kirinyaga Peaberry,2,9,9,8,9,8,1,93
Ethiopia Sidama Bona Washed G1,2,9,9,9,9,8,1,94
Ethiopia Sidama Bona Sweet Natural G1,2,9,8,9,9,8,1,93
Ethiopia Nectar Natural,3,8,8,8,9,8,1,91
Sidama Extreme Papilio Washed,2,9,9,9,9,8,1,94
Sidama Extreme Papilio Natural,2,9,8,9,9,8,1,93
Finca Santa Isabel,2,9,9,9,9,8,1,94
Panama Finca Minerva-Mirage Pacamara BOP PAC04,2,9,9,9,9,9,1,95
Tanzania Shimiligwanda,1,9,9,9,9,8,1,94
Kona SL34,3,9,8,9,9,8,1,93
Kona Pointu Laurina,3,9,8,9,9,8,1,93
Costa Rica Naranjo Cattleya,2,9,8,9,9,8,1,93
K7 Sweet Spot,2,9,8,8,9,8,1,92
Ethiopia Natural Guji Blue-Donkey 2020,2,9,9,9,9,9,1,95
Colombia FUDAM Nariño,2,9,8,8,9,8,1,92
Kenya Washed Peaberry Rnyeusi,2,9,9,9,9,8,1,94
Ethiopia COE 2nd place Washed Sidamo Rumudamo,2,9,9,9,9,8,1,94
Ethiopia Yirgacheffe Natural Haru Suke G1,2,9,9,9,9,8,1,94
Finca Sophia Gesha Washed,2,10,10,9,10,9,1,98
Colombia Granja La Esperanza Java Anaerobic,2,9,9,9,9,9,1,95
Ethiopia Guji Super-Natural Decaf Water Process,3,8,8,8,9,8,1,91
Shantawene Ethiopia Daya Bensa Natural,1,9,9,9,9,8,1,94
Tigesit Waqa,2,9,8,9,9,8,1,93
Kenya AA FAQ,2,9,9,9,9,8,1,94
Ardent Ethiopia Natural,2,10,9,9,10,9,1,97
Kona Mocca®,2,10,9,9,10,8,1,96
Holiday Coffee,2,9,9,9,9,8,1,94
Bowstring Christmas Blend,3,9,8,8,9,8,1,92
Peru Yanesha Geisha,2,9,9,9,9,8,1,94
Vertical Support Espresso,3,8,1,8,9,7,9,90
Honduras El Retono,1,9,9,8,9,8,1,93
Flower Queens of Africa Blend,2,9,8,9,9,8,1,93
Umoja Organic Red Bourbon,1,9,9,8,9,8,1,93
Ethiopia Guji Chembi,2,9,9,9,9,9,1,95
Kenya Nyeri,2,9,9,9,9,8,1,94
Kona Red Bourbon Anaerobic Washed Uluwehi Farm,2,9,9,9,9,9,1,95
Wush Wush,1,9,9,9,9,9,1,95
Kona Lactic Natural Black Rock Farm,2,9,8,9,9,8,1,93
Ka’u Yellow Caturra Anaerobic Natural,2,9,9,8,9,8,1,93
Organic Red Honey Ramirez Estate Microlot,3,9,8,8,9,8,1,92
Coffea Diversa Yellow Dalle Honey,1,9,8,8,9,8,1,92
Honey Typica Anaerobic,2,9,9,9,9,9,1,95
Geisha,2,9,9,9,9,8,1,94
Holiday Blend,3,9,8,9,9,8,1,93
Natural Typica Anaerobic,2,9,8,9,9,8,1,93
Panama Abu Natural ASD Geisha BOP GN11,2,9,9,9,10,9,1,96
Ethiopia Kochere Boji,2,9,9,9,9,9,1,95
Guatemala Bella Carmona,2,9,9,8,9,8,1,93
Thailand Omkoi Sopa’s Estate,1,9,9,8,9,8,1,93
Espresso Blend,3,9,1,8,9,8,9,93
Burundi Buhorwa,1,9,8,9,9,8,1,93
Jose Cienfuegos Mexico,2,9,8,8,9,8,1,92
Cual Bicicleta,2,9,8,9,9,8,1,93
Pena Blanca Black Honey,2,9,9,8,9,8,1,93
La Joya,2,9,8,9,9,8,1,93
Magic Cat Kenya Civet AFCA TOH NO.2 Gatuya Factory New Murarandia AA,2,9,9,9,9,8,1,94
Magic Cat Civet Ethiopia Sidamo Shantwene Litchi Rose Washed,2,9,8,9,9,8,1,93
Ethiopia Grade 1 Chelchele,1,9,9,9,9,8,1,94
Ethiopia Natural Yirgacheffe Gr.1 Cleopatra,3,9,1,9,9,9,9,95
Taiwan Alishan Zhou-Zhu-Yuan Farm Estate Reserve Washed,3,9,1,9,9,8,9,94
Ethiopia Keramo Zero Oxygen Natural,2,9,9,9,9,8,1,94
Panama Elida ASD Natural,1,9,9,9,9,8,1,94
Sumatra Mutu Batak,1,9,8,9,9,8,1,93
Peru Chacra Don Dago,2,9,8,9,9,7,1,92
Dharma Espresso Blend,3,8,1,8,9,8,9,92
Colombia Planadas,2,9,8,8,9,8,1,92
Ethiopia Sidama Bensa Bekele,2,8,8,8,9,8,1,91
Guatemala Acetenango Gesha Lot 2,2,9,9,8,9,8,1,93
Guatemala Santa Felisa Solar Eclipse Gesha Natural,1,9,9,9,9,8,1,94
Guatemala Acatenango,2,9,8,9,9,8,1,93
Kenya Gachatha AB,2,9,9,8,9,8,1,93
Coral,2,9,9,9,9,8,1,94
Zafiro,2,8,8,9,9,8,1,92
Colombia La Esperanza Winey Natural,2,9,8,9,9,8,1,93
Costa Rica Cumbres Del Poas Anaerobic,2,9,8,9,8,8,1,92
Super Instant Coffee,7,8,8,7,9,7,1,89
Costa Rica Las Lajas Red Honey,2,9,8,9,9,8,1,93
Papua New Guinea Kenta,2,8,8,9,9,8,1,92
Ethiopia Guji Goro Muda Washed G1,1,9,9,9,9,9,1,95
Ethiopian Guji Ana Sora Alcoholic Natural G1,2,9,9,9,9,8,1,94
Rum Barrel Aged Kauai Coffee,3,9,8,8,9,8,1,92
Panama Hacienda La Esmeralda Gesha,2,9,9,9,10,9,1,96
Ethiopia Cup of Excellence Guji Natural,1,9,9,9,9,9,1,95
Ethiopia Sidama Telamo FTO Natural,2,9,9,9,9,9,1,95
Ethiopia Guji Laayyoo Natural,1,9,9,9,9,8,1,94
Peru Wilmer Alarcon Mirez,2,9,8,9,9,8,1,93
Hawai’i Ka’u Champagne Natural,2,9,9,8,9,8,1,93
Ethiopia Natural Guji Uraga G1 Lot 20-05,2,9,9,9,9,8,1,94
Ethiopia Honey Yirgacheffe Koke,2,9,8,9,9,8,1,93
Ka’u Lehua Black Honey,2,9,8,9,9,8,1,93
Espresso Havana,3,9,1,8,9,8,9,93
Taiwan Taitung Luan Mountain Valley of Tears,2,8,8,9,9,8,1,92
Thailand Robusta Panid Choosit Espresso,3,8,1,8,9,7,9,91
Kenya Nyeri Muchoki Estate AA,1,9,9,9,9,8,1,94
Thailand Robusta Panid Choosit,2,8,8,8,9,7,1,90
Bright House Signature Coffee,2,9,8,9,9,8,1,93
Ethiopia Uraga Dambi Uddo Wet-Fermented,2,9,9,8,9,8,1,93
Guoxing Taiwan Coffee,1,9,8,8,9,8,1,92
Peru El Corazon Gesha,2,9,8,9,9,8,1,93
Fruity Espresso Blend,2,9,1,9,9,9,9,95
Ethiopia Yirgacheffe Cleopatra Natural,2,9,9,9,9,8,1,94
Ethiopia Hambela Benti G1 Washed,2,9,9,8,9,8,1,93
Taiwan Alluring Scent Estate Natural,2,9,9,8,9,8,1,93
Revolution Medium Roast,3,8,7,8,8,7,1,88
Guatemala Sierra Roja Geisha,1,9,9,8,9,8,1,93
Independence Dark Roast,4,7,7,7,8,7,1,86
Ethiopia Yirgacheffe Dumerso G1 Natural,2,9,9,9,9,8,1,94
Colombia Finca Potosi,1,9,8,9,9,8,1,93
Finca La Maria Geisha Natural,1,9,8,9,9,9,1,94
Colombia Java El Edén Limited Edition,2,9,9,9,9,8,1,94
Colombia Diofanor Ruiz,2,9,9,9,9,8,1,94
Bright Minds,2,9,8,9,9,8,1,93
Finca Potosi Anaerobic,2,9,8,9,9,8,1,93
Angamaza,2,9,9,9,9,8,1,94
Colombia La Virgen Microlot,2,9,8,8,9,8,1,92
Rayo del Sol,2,9,9,8,9,8,1,93
Rock the House Blend,2,9,8,9,9,8,1,93
Honduras Catuai/Bourbon,2,9,8,8,9,8,1,92
Ethiopia Rhapsody Espresso,2,9,1,9,9,9,9,95
Classic Espresso Blend,3,8,1,8,8,8,9,91
Kona Geisha Champagne Natural,1,9,9,9,9,9,1,95
Dafis Abafita Natural Ethiopia,1,9,9,9,9,9,1,95
Berg Wu Championship Sidamo Washed G1 Lot 20-02,1,9,9,9,9,9,1,95
Ka’u Yellow Bourbon,2,9,9,9,9,8,1,94
Ethiopia Natural Hambela Wate,2,9,9,9,9,9,1,95
Kenya Nyeri,2,9,9,8,9,8,1,93
Kinini Village Rwanda,2,9,9,9,9,8,1,94
Panama Pacamara Natural,2,9,9,9,9,8,1,94
Panama Geisha,3,9,8,9,9,8,1,93
Costa Rica Cloza Estate,2,9,8,9,9,8,1,93
Ka’u Pink Honey,1,9,9,9,9,8,1,94
Kona Maragogype Pink Honey,1,9,9,9,9,8,1,94
RD1 Espresso Blend,2,9,1,9,9,9,9,95
Ecuador La Hormiga “Naty”,1,9,8,9,9,8,1,93
Bull Espresso Blend,2,9,1,9,9,9,9,95
Guatemala Coffea Diversa Geisha Queen Honey,1,9,9,8,9,8,1,93
Ethiopia Yirgacheffe Gotiti Natural,2,9,9,9,9,9,1,95
Ethiopia Demeka Becha,1,9,9,9,9,9,1,95
Costa Rica Anaerobic,2,9,8,9,9,8,1,93
Rwanda Triple-Washed,2,9,8,8,9,8,1,92
Trust the Process — Full Natural,1,9,9,9,10,9,1,96
Colombia Finca El Caucho Pink Bourbon,1,9,9,9,9,9,1,95
Colombia Antioquia Natural Carbonic Maceration Caturra,2,9,9,9,9,9,1,95
Colombia La Gallera Estate,1,9,9,9,9,8,1,94
Colombia Pink Bourbon/Pink Lemonade Collaboration,2,9,8,9,9,8,1,93
Colombia Finca El Paraiso,2,9,8,9,9,8,1,93
Aces La Juntas,1,9,9,8,9,8,1,93
Guatemala Acatenango Geisha,1,9,9,8,9,8,1,93
Memory Lane,2,9,8,8,9,8,1,92
Monte Alban Mexico,2,9,9,8,9,8,1,93
Kimi Blend,2,9,9,8,9,8,1,93
Guatemala Las Victorias Euphora Special Lot,2,9,8,9,9,8,1,93
Kenya Kirinyaga Baragwi Karumandi AA,2,9,9,9,9,8,1,94
Harimau Tiger Sumatra,2,9,9,9,9,8,1,94
Ethiopia Sidamo Washed,2,9,9,9,9,9,1,95
San Antonio Guatemala,2,9,9,8,9,8,1,93
La Esperanza Colombia Estate,2,9,8,9,9,8,1,93
La Coipa Peru,2,9,8,9,9,8,1,93
Ethiopia Guji Uraga Washed,2,9,9,9,9,9,1,95
Thailand Pink Valley Natural,2,9,9,8,9,8,1,93
El Salvador La Guachocha,2,9,8,9,9,8,1,93
El Salvador Malacara B Orange,2,9,9,8,9,8,1,93
Indonesia Golden Sumatra TP Espresso,3,9,1,9,10,9,9,96
Kenya Gachatha,2,9,9,9,9,9,1,95
Ethiopia Suke Quto Single-Origin Espresso,2,9,1,9,9,8,9,94
Ethiopia Gera Limu,2,9,9,9,9,8,1,94
Peru Tambopata,3,9,8,9,9,8,1,93
Private Reserve Costa Rica Naranjo,3,8,8,8,9,8,1,91
Private Reserve Guatemala Medina Estate,3,8,8,8,9,7,1,90
Panama Finca Santa Teresa Lot 9,2,9,9,9,9,8,1,94
Honduro-Spro,2,8,1,9,8,8,9,92
Guatemala Cobán Chicoj Cooperative Red Honey Fair Trade,2,9,9,9,9,8,1,94
Ethiopia Halo Hartume Daniel Mijane,2,9,9,9,9,8,1,94
Costa Rica La Pastora Honey,2,9,8,8,9,8,1,92
Colombia Cauca El Paraiso,1,9,9,9,10,9,1,96
Taiwan Songyue Geisha,1,9,9,9,9,8,1,94
Classic Blend Espresso,3,8,1,8,8,8,9,91
Ethiopia Suke Quto,1,9,9,8,9,8,1,93
Kenya Kirinyaga Peaberry,1,9,9,8,9,8,1,93
Project Congo Muungano,1,9,8,9,9,8,1,93
Humanitarian Grounds,3,9,8,8,9,8,1,92
Kenya Nyeri,2,9,9,9,9,8,1,94
Look for the Helpers,1,8,8,9,8,8,1,91
Nicaragua Women Producers,2,9,8,8,9,8,1,92
Josh Daniels Grateful Blend,2,9,8,8,9,8,1,92
Ethiopia Quantit,2,9,8,8,9,8,1,92
#She_Builds,2,9,8,8,9,8,1,92
Twisted V.6 Espresso,2,9,1,9,9,8,9,94
Rwanda Sholi,2,9,9,8,9,8,1,93
Addis Katema,1,9,9,8,9,8,1,93
Easter Sunrise Blend,3,8,8,9,9,8,1,92
Peru Jheyner Roman,2,9,8,8,9,8,1,92
Colombia La Victoria,2,9,8,8,9,8,1,92
Aged Sumatra Ulos Batak 2015,3,9,8,9,9,9,1,94
Kona Uluwehi SL34,2,9,9,9,9,8,1,94
Colombia Pink Bourbon Finca El Chaparote,1,9,9,9,9,8,1,94
Brazil Daterra Aramosa Anaerobic Honey,1,9,8,9,9,8,1,93
Kona Classic Dark,3,8,8,9,9,8,1,92
Thailand Huai Mae Liam White Honey,1,9,8,8,9,8,1,92
Espresso,4,8,1,8,9,7,9,91
Estate Finca La Lina,2,8,8,8,9,7,1,90
5S Select Coffee Bean,3,9,1,8,9,8,9,93
Ethiopia Neja Fadil,2,9,8,9,9,9,1,94
Congo Muungano,1,9,8,9,9,8,1,93
Ethiopia Guji Hambela G1 Natural,2,8,8,8,9,8,1,91
Peru Buena Vista Valerio Almanza Ccahua,2,9,9,9,9,8,1,94
Private Reserve Ethiopia Barrel-Aged,2,9,8,8,9,8,1,92
Colombia Nariño,2,8,8,8,9,8,1,91
